review,rating,date,bank,source,sentiment_label,sentiment_score
Wonderfull app,5,2025-03-08 10:23:26,BOA,Google Play Store,POSITIVE,0.9998815059661865
i can't use this app why?,5,2025-03-07 14:28:00,BOA,Google Play Store,NEGATIVE,0.9993101358413696
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06 22:44:28,BOA,Google Play Store,NEGATIVE,0.9997013211250305
Wow,4,2025-03-05 21:58:05,BOA,Google Play Store,POSITIVE,0.999592125415802
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05 15:03:56,BOA,Google Play Store,NEGATIVE,0.9998133778572083
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04 20:03:40,BOA,Google Play Store,NEGATIVE,0.9959415793418884
Good app,5,2025-03-03 16:47:22,BOA,Google Play Store,POSITIVE,0.9998493194580078
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03 09:24:29,BOA,Google Play Store,NEGATIVE,0.9916398525238037
It has good features but sometimes it doesn't work...0,1,2025-03-02 17:02:17,BOA,Google Play Store,NEGATIVE,0.9956711530685425
Very poor proformance,1,2025-03-01 23:02:44,BOA,Google Play Store,NEGATIVE,0.9998043179512024
It's not opening. Really frustrating,1,2025-03-01 17:18:34,BOA,Google Play Store,NEGATIVE,0.9997020363807678
Verry Amazing App from all IB,5,2025-03-01 11:35:08,BOA,Google Play Store,POSITIVE,0.9997394680976868
Not working on this days,1,2025-02-26 13:29:28,BOA,Google Play Store,NEGATIVE,0.9972773194313049
Thank you BoA,5,2025-02-23 11:06:47,BOA,Google Play Store,POSITIVE,0.9998399019241333
best banking app in the wworld,5,2025-02-22 19:58:17,BOA,Google Play Store,POSITIVE,0.999572217464447
Nice app and it's easy to use,5,2025-02-21 12:41:42,BOA,Google Play Store,POSITIVE,0.999751627445221
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15 18:15:50,BOA,Google Play Store,NEGATIVE,0.9992678761482239
This is help full i like ittttt,5,2025-02-14 21:09:06,BOA,Google Play Store,POSITIVE,0.9977995753288269
The is not functional at all?,2,2025-02-12 11:31:48,BOA,Google Play Store,NEGATIVE,0.9997331500053406
Best bank,5,2025-02-08 11:08:52,BOA,Google Play Store,POSITIVE,0.9997438788414001
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07 09:28:37,BOA,Google Play Store,POSITIVE,0.9997236132621765
good,5,2025-02-05 07:32:27,BOA,Google Play Store,POSITIVE,0.9998161196708679
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04 08:48:51,BOA,Google Play Store,NEGATIVE,0.6970564723014832
I have been using this app for two years.It is amazing.,5,2025-02-01 00:18:26,BOA,Google Play Store,POSITIVE,0.9998595714569092
Good 👍,5,2025-01-31 17:46:28,BOA,Google Play Store,POSITIVE,0.9998576641082764
Sad experience,1,2025-01-30 20:27:28,BOA,Google Play Store,NEGATIVE,0.9990687966346741
Always do update and that is annoying,3,2025-01-27 09:11:12,BOA,Google Play Store,NEGATIVE,0.9994439482688904
"Best app, somehow waiting a few minutes",5,2025-01-23 16:02:28,BOA,Google Play Store,NEGATIVE,0.6387051343917847
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22 06:05:22,BOA,Google Play Store,NEGATIVE,0.9946038126945496
Whenever I try to sign in app close please fixed it out,2,2025-01-21 19:34:22,BOA,Google Play Store,NEGATIVE,0.9976611137390137
Beter,5,2025-01-21 12:47:47,BOA,Google Play Store,POSITIVE,0.6771946549415588
Boa,4,2025-01-18 16:17:34,BOA,Google Play Store,NEGATIVE,0.7410539388656616
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18 13:33:28,BOA,Google Play Store,NEGATIVE,0.9979276657104492
Aadan Axmed Barkhadle,5,2025-01-17 19:23:05,BOA,Google Play Store,POSITIVE,0.6127515435218811
😡😡😡🤬🤬🤬,1,2025-01-16 12:46:26,BOA,Google Play Store,NEGATIVE,0.6970564723014832
Horrible customer service and app crashes Horrible!!,1,2025-01-15 13:24:17,BOA,Google Play Store,NEGATIVE,0.9997913241386414
I love it,5,2025-01-14 11:17:47,BOA,Google Play Store,POSITIVE,0.9998799562454224
Best,5,2025-01-14 11:14:00,BOA,Google Play Store,POSITIVE,0.9997941851615906
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13 15:45:23,BOA,Google Play Store,NEGATIVE,0.9985793828964233
Good🙏,5,2025-01-12 02:27:14,BOA,Google Play Store,NEGATIVE,0.6970564723014832
Like to much,5,2025-01-11 10:43:49,BOA,Google Play Store,POSITIVE,0.9997984766960144
Thank you,5,2025-01-10 19:24:54,BOA,Google Play Store,POSITIVE,0.9998352527618408
Perfect,5,2025-01-09 19:02:07,BOA,Google Play Store,POSITIVE,0.9998517036437988
The best of best,5,2025-01-09 15:57:55,BOA,Google Play Store,POSITIVE,0.9998393058776855
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07 12:26:17,BOA,Google Play Store,NEGATIVE,0.9016596674919128
Boa,5,2025-01-06 08:43:09,BOA,Google Play Store,NEGATIVE,0.7410539388656616
Great 👍,5,2025-01-04 16:59:09,BOA,Google Play Store,POSITIVE,0.9997692704200745
Fast and suitable for the customers.,5,2025-01-04 08:16:44,BOA,Google Play Store,POSITIVE,0.9997920393943787
Good 👍,5,2025-01-03 20:59:49,BOA,Google Play Store,POSITIVE,0.9998576641082764
Good app and helpful,5,2025-01-03 15:51:42,BOA,Google Play Store,POSITIVE,0.9998565912246704
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03 07:56:58,BOA,Google Play Store,NEGATIVE,0.9978498220443726
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02 15:31:28,BOA,Google Play Store,NEGATIVE,0.9992759823799133
It doesn't work at all.,2,2025-01-02 13:24:09,BOA,Google Play Store,NEGATIVE,0.9997771382331848
this app is not available,1,2025-01-02 08:46:51,BOA,Google Play Store,NEGATIVE,0.9997593760490417
Best,5,2025-01-01 19:59:05,BOA,Google Play Store,POSITIVE,0.9997941851615906
Wow what amazing,5,2024-12-30 21:45:24,BOA,Google Play Store,POSITIVE,0.9998555183410645
love it,5,2024-12-30 19:30:43,BOA,Google Play Store,POSITIVE,0.9998753070831299
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30 16:08:06,BOA,Google Play Store,NEGATIVE,0.9733066558837891
Lemn embi yilal??,5,2024-12-30 16:01:11,BOA,Google Play Store,NEGATIVE,0.9906971454620361
Good,5,2024-12-30 13:20:13,BOA,Google Play Store,POSITIVE,0.9998161196708679
It's useless app downgraded.,1,2024-12-29 13:19:05,BOA,Google Play Store,NEGATIVE,0.9998070597648621
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27 13:28:26,BOA,Google Play Store,NEGATIVE,0.7652373909950256
Nice,5,2024-12-26 19:09:33,BOA,Google Play Store,POSITIVE,0.9998552799224854
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24 06:27:54,BOA,Google Play Store,NEGATIVE,0.9997933506965637
አይሰራም ሼም ነው፤,1,2024-12-23 17:03:45,BOA,Google Play Store,NEGATIVE,0.8616330027580261
Not that much bad,3,2024-12-22 11:12:44,BOA,Google Play Store,POSITIVE,0.9988158941268921
Fine,5,2024-12-21 02:16:46,BOA,Google Play Store,POSITIVE,0.9998335838317871
The dirtiest application ever seen...,1,2024-12-20 19:09:23,BOA,Google Play Store,NEGATIVE,0.995487630367279
Nic ap,5,2024-12-19 20:08:34,BOA,Google Play Store,POSITIVE,0.9873360991477966
The forest app ever,1,2024-12-19 11:07:06,BOA,Google Play Store,POSITIVE,0.9840954542160034
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19 06:02:34,BOA,Google Play Store,NEGATIVE,0.9967040419578552
Bank of abissena,1,2024-12-17 21:21:09,BOA,Google Play Store,POSITIVE,0.9480117559432983
Good,3,2024-12-16 19:29:33,BOA,Google Play Store,POSITIVE,0.9998161196708679
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16 13:02:26,BOA,Google Play Store,NEGATIVE,0.9888866543769836
GOOD,5,2024-12-15 01:02:24,BOA,Google Play Store,POSITIVE,0.9998161196708679
The worst banking app ever. Never works!,1,2024-12-14 08:45:35,BOA,Google Play Store,NEGATIVE,0.9998007416725159
Poorly functioning app,3,2024-12-13 12:55:02,BOA,Google Play Store,NEGATIVE,0.999775230884552
Very nice,5,2024-12-13 10:57:24,BOA,Google Play Store,POSITIVE,0.9998563528060913
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11 06:08:14,BOA,Google Play Store,NEGATIVE,0.9998007416725159
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10 09:43:57,BOA,Google Play Store,NEGATIVE,0.9997615218162537
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08 23:16:05,BOA,Google Play Store,POSITIVE,0.9543285369873047
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07 22:40:19,BOA,Google Play Store,NEGATIVE,0.9997000694274902
Nice,5,2024-12-07 18:00:27,BOA,Google Play Store,POSITIVE,0.9998552799224854
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06 17:19:23,BOA,Google Play Store,NEGATIVE,0.9941067695617676
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02 21:19:07,BOA,Google Play Store,NEGATIVE,0.9996792078018188
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01 14:52:25,BOA,Google Play Store,NEGATIVE,0.9981752634048462
My attention is very important because it will be the most difficult time for me,5,2024-11-30 20:23:48,BOA,Google Play Store,POSITIVE,0.9926175475120544
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29 06:40:35,BOA,Google Play Store,NEGATIVE,0.9998001456260681
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28 11:44:51,BOA,Google Play Store,POSITIVE,0.8064292669296265
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28 10:17:48,BOA,Google Play Store,NEGATIVE,0.9997996687889099
exellent digital transaction of money,5,2024-11-27 00:10:14,BOA,Google Play Store,NEGATIVE,0.9944479465484619
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26 15:05:22,BOA,Google Play Store,NEGATIVE,0.9997497200965881
Best,5,2024-11-25 19:10:50,BOA,Google Play Store,POSITIVE,0.9997941851615906
Great,5,2024-11-25 17:26:59,BOA,Google Play Store,POSITIVE,0.9998630285263062
👏👏👏,5,2024-11-24 21:31:39,BOA,Google Play Store,NEGATIVE,0.6970564723014832
Money,5,2024-11-24 10:31:41,BOA,Google Play Store,POSITIVE,0.9659326076507568
It needs more improvment,2,2024-11-24 09:17:29,BOA,Google Play Store,NEGATIVE,0.998616099357605
Hey Google,5,2024-11-21 22:51:14,BOA,Google Play Store,POSITIVE,0.9950044751167297
Good app,5,2024-11-21 17:40:34,BOA,Google Play Store,POSITIVE,0.9998493194580078
ab,3,2024-11-20 22:26:08,BOA,Google Play Store,POSITIVE,0.9603193998336792
Ademtahir,5,2024-11-20 13:41:49,BOA,Google Play Store,POSITIVE,0.9930111765861511
✌️✌️,5,2024-11-20 12:25:55,BOA,Google Play Store,NEGATIVE,0.6970564723014832
Please this app on my android phone,3,2024-11-20 09:25:05,BOA,Google Play Store,POSITIVE,0.6488646864891052
GOAT 🐐 🐐,5,2024-11-19 16:48:41,BOA,Google Play Store,NEGATIVE,0.9337347149848938
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19 14:12:49,BOA,Google Play Store,NEGATIVE,0.9994460940361023
Fast and reliable,5,2024-11-18 18:58:47,BOA,Google Play Store,POSITIVE,0.9998595714569092
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17 22:11:45,BOA,Google Play Store,NEGATIVE,0.9998020529747009
Very good,5,2024-11-14 15:52:39,BOA,Google Play Store,POSITIVE,0.9998520612716675
One of the poorest mobile banking system,1,2024-11-13 13:35:40,BOA,Google Play Store,NEGATIVE,0.9997566342353821
❤❤❤❤❤❤,5,2024-11-12 21:39:07,BOA,Google Play Store,NEGATIVE,0.6970564723014832
Oene,5,2024-11-12 17:20:14,BOA,Google Play Store,POSITIVE,0.827886164188385
i find it interesting specially in reciept downloading,1,2024-11-12 16:43:41,BOA,Google Play Store,POSITIVE,0.9981314539909363
it good,5,2024-11-12 15:50:38,BOA,Google Play Store,POSITIVE,0.9998427629470825
"This app crashes everytime, please fix it",1,2024-11-12 15:08:59,BOA,Google Play Store,NEGATIVE,0.9996472597122192
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12 13:55:52,BOA,Google Play Store,NEGATIVE,0.9964038133621216
I need a support the app is not working,5,2024-11-12 13:10:33,BOA,Google Play Store,NEGATIVE,0.9998034834861755
Bast bank of ethiopia,5,2024-11-12 13:01:11,BOA,Google Play Store,POSITIVE,0.9978061318397522
Good,5,2024-11-12 12:45:45,BOA,Google Play Store,POSITIVE,0.9998161196708679
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12 12:15:50,BOA,Google Play Store,NEGATIVE,0.9990527033805847
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12 12:13:20,BOA,Google Play Store,POSITIVE,0.9878897070884705
The worst App i have never seen like this before,1,2024-11-12 11:48:40,BOA,Google Play Store,NEGATIVE,0.999774158000946
Wweeeer,4,2024-11-12 10:21:44,BOA,Google Play Store,NEGATIVE,0.8910733461380005
Infinx,5,2024-11-12 09:52:38,BOA,Google Play Store,NEGATIVE,0.9042560458183289
Great service,5,2024-11-12 07:17:47,BOA,Google Play Store,POSITIVE,0.9998434782028198
👍,5,2024-11-11 13:59:32,BOA,Google Play Store,NEGATIVE,0.6970564723014832
This app is not available on all android versions and some times it is not functional.,1,2024-11-08 14:41:15,BOA,Google Play Store,NEGATIVE,0.9997187256813049
senayt Mesfin,4,2024-11-08 14:13:42,BOA,Google Play Store,POSITIVE,0.8874821066856384
Bad app vety bad.,1,2024-11-07 07:21:50,BOA,Google Play Store,NEGATIVE,0.9998058676719666
Nice,5,2024-11-06 17:24:50,BOA,Google Play Store,POSITIVE,0.9998552799224854
Abessnya Banke,5,2024-11-05 15:05:11,BOA,Google Play Store,NEGATIVE,0.9873653054237366
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04 11:45:20,BOA,Google Play Store,NEGATIVE,0.9997209906578064
Okay,5,2024-11-03 19:25:36,BOA,Google Play Store,POSITIVE,0.9997709393501282
Professional on banking app,5,2024-11-01 16:08:51,BOA,Google Play Store,POSITIVE,0.9616295695304871
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27 23:37:31,BOA,Google Play Store,NEGATIVE,0.993607759475708
አይሰራም አስተካክሉት,5,2024-10-26 17:13:59,BOA,Google Play Store,NEGATIVE,0.7850591540336609
Please try another because this app doesn't feet the need of this generation,1,2024-10-25 22:17:13,BOA,Google Play Store,NEGATIVE,0.9962698221206665
Good,4,2024-10-25 17:40:10,BOA,Google Play Store,POSITIVE,0.9998161196708679
Fast transfer,5,2024-10-24 11:51:40,BOA,Google Play Store,POSITIVE,0.9989985823631287
"What's up I can't log in, what's wrong",5,2024-10-22 05:57:44,BOA,Google Play Store,NEGATIVE,0.9989662170410156
Amrumehamed,1,2024-10-21 16:43:38,BOA,Google Play Store,POSITIVE,0.6924043893814087
Good,5,2024-10-19 16:42:22,BOA,Google Play Store,POSITIVE,0.9998161196708679
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18 21:22:15,BOA,Google Play Store,POSITIVE,0.9683735966682434
Very good,5,2024-10-18 17:02:55,BOA,Google Play Store,POSITIVE,0.9998520612716675
ደደገነሐ,5,2024-10-15 10:27:29,BOA,Google Play Store,NEGATIVE,0.6970564723014832
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14 08:06:39,BOA,Google Play Store,NEGATIVE,0.9995194673538208
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13 09:08:25,BOA,Google Play Store,NEGATIVE,0.999660849571228
Good App,4,2024-10-12 17:04:14,BOA,Google Play Store,POSITIVE,0.9998493194580078
Best app to me,5,2024-10-11 21:16:21,BOA,Google Play Store,POSITIVE,0.9978218078613281
BOA,5,2024-10-11 16:31:58,BOA,Google Play Store,NEGATIVE,0.7410539388656616
Abdulkadir,5,2024-10-11 09:28:56,BOA,Google Play Store,POSITIVE,0.981449544429779
Bad,1,2024-10-10 15:17:31,BOA,Google Play Store,NEGATIVE,0.999782383441925
If it is possible I would gove0 star,1,2024-10-08 16:20:37,BOA,Google Play Store,NEGATIVE,0.9928192496299744
Nise mobile bankig,4,2024-10-05 15:39:26,BOA,Google Play Store,NEGATIVE,0.9858755469322205
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04 23:34:24,BOA,Google Play Store,NEGATIVE,0.9532791972160339
Ok,5,2024-10-04 17:20:43,BOA,Google Play Store,POSITIVE,0.9997851252555847
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04 11:23:06,BOA,Google Play Store,NEGATIVE,0.9992843270301819
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04 09:18:27,BOA,Google Play Store,NEGATIVE,0.998016357421875
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04 05:55:49,BOA,Google Play Store,NEGATIVE,0.9964292645454407
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04 05:30:33,BOA,Google Play Store,NEGATIVE,0.659737765789032
Good,3,2024-10-03 18:17:09,BOA,Google Play Store,POSITIVE,0.9998161196708679
Worest app,1,2024-10-03 12:57:35,BOA,Google Play Store,NEGATIVE,0.7789773344993591
The worest app ever,1,2024-10-03 12:54:58,BOA,Google Play Store,POSITIVE,0.9535900950431824
አሪፍ ነው በርቱልን,5,2024-10-03 01:53:27,BOA,Google Play Store,NEGATIVE,0.8337253928184509
Wwwerrr,5,2024-10-02 19:16:32,BOA,Google Play Store,NEGATIVE,0.8502517938613892
ጀማል ውቀቱ,5,2024-09-30 16:46:53,BOA,Google Play Store,NEGATIVE,0.7850591540336609
Great For Financial company,5,2024-09-30 09:13:34,BOA,Google Play Store,POSITIVE,0.9998703002929688
Very easy to use,5,2024-09-30 08:48:28,BOA,Google Play Store,POSITIVE,0.9991422891616821
The App's crash always.. Error.....,3,2024-09-27 16:25:54,BOA,Google Play Store,NEGATIVE,0.9996880292892456
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26 21:13:35,BOA,Google Play Store,NEGATIVE,0.998582124710083
nice,5,2024-09-26 05:56:33,BOA,Google Play Store,POSITIVE,0.9998552799224854
Great UI and seamless UX. I love it!!,5,2024-09-25 21:51:19,BOA,Google Play Store,POSITIVE,0.9998557567596436
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25 21:18:13,BOA,Google Play Store,NEGATIVE,0.9941336512565613
It's easy used to operate program and secured 👍👍,4,2024-09-25 16:00:21,BOA,Google Play Store,NEGATIVE,0.9652978181838989
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21 14:34:07,BOA,Google Play Store,NEGATIVE,0.9994741082191467
Amazing,5,2024-09-19 12:07:21,BOA,Google Play Store,POSITIVE,0.999875545501709
Great app with great services,5,2024-09-19 09:32:07,BOA,Google Play Store,POSITIVE,0.9998226761817932
Yes active user,5,2024-09-17 16:47:44,BOA,Google Play Store,POSITIVE,0.9983929991722107
Shameful,1,2024-09-17 16:26:12,BOA,Google Play Store,NEGATIVE,0.998016357421875
The worest app ever made i would not recommende for no one,1,2024-09-16 20:05:52,BOA,Google Play Store,NEGATIVE,0.5611279010772705
Good application,5,2024-09-16 18:08:14,BOA,Google Play Store,POSITIVE,0.999854564666748
I like,5,2024-09-16 15:00:21,BOA,Google Play Store,POSITIVE,0.9998149275779724
Good,5,2024-09-16 13:15:56,BOA,Google Play Store,POSITIVE,0.9998161196708679
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15 20:36:11,BOA,Google Play Store,NEGATIVE,0.9988893866539001
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15 08:59:12,BOA,Google Play Store,NEGATIVE,0.9993953704833984
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14 16:37:34,BOA,Google Play Store,NEGATIVE,0.8698039054870605
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14 15:09:31,BOA,Google Play Store,NEGATIVE,0.9997778534889221
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14 02:48:46,BOA,Google Play Store,NEGATIVE,0.9925204515457153
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13 21:50:22,BOA,Google Play Store,NEGATIVE,0.9993253946304321
Bes and freindly app,5,2024-09-13 07:47:02,BOA,Google Play Store,NEGATIVE,0.9136509895324707
It doesn't work.,1,2024-09-12 12:20:37,BOA,Google Play Store,NEGATIVE,0.9997761845588684
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11 22:39:38,BOA,Google Play Store,NEGATIVE,0.9997968077659607
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11 14:19:05,BOA,Google Play Store,NEGATIVE,0.9998114705085754
Good,5,2024-09-10 12:30:24,BOA,Google Play Store,POSITIVE,0.9998161196708679
Smart technology,5,2024-09-10 09:48:06,BOA,Google Play Store,POSITIVE,0.9998468160629272
Yegema app tish🪨,1,2024-09-08 08:53:43,BOA,Google Play Store,NEGATIVE,0.9501880407333374
Ok,5,2024-09-07 18:12:32,BOA,Google Play Store,POSITIVE,0.9997851252555847
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07 10:42:49,BOA,Google Play Store,NEGATIVE,0.9996864795684814
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06 19:16:55,BOA,Google Play Store,NEGATIVE,0.9997275471687317
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06 10:06:12,BOA,Google Play Store,NEGATIVE,0.999210000038147
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05 23:48:22,BOA,Google Play Store,NEGATIVE,0.9127689599990845
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05 20:52:21,BOA,Google Play Store,NEGATIVE,0.9639250636100769
good,5,2024-09-05 08:22:58,BOA,Google Play Store,POSITIVE,0.9998161196708679
Fast one,3,2024-09-04 22:10:02,BOA,Google Play Store,POSITIVE,0.9994491934776306
Nice looking app but a terrible user experience.,1,2024-09-03 17:30:49,BOA,Google Play Store,NEGATIVE,0.9958102703094482
The worest MB app ever!!🙄,1,2024-09-02 14:13:33,BOA,Google Play Store,NEGATIVE,0.8734641075134277
Very good,5,2024-09-01 19:47:47,BOA,Google Play Store,POSITIVE,0.9998520612716675
It is ok,5,2024-09-01 12:56:42,BOA,Google Play Store,POSITIVE,0.9998496770858765
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30 13:05:08,BOA,Google Play Store,NEGATIVE,0.9987314343452454
Good,5,2024-08-30 13:01:27,BOA,Google Play Store,POSITIVE,0.9998161196708679
Apollo's,1,2024-08-29 22:26:11,BOA,Google Play Store,POSITIVE,0.9974138736724854
The worst experience ever,1,2024-08-29 17:17:17,BOA,Google Play Store,NEGATIVE,0.999792754650116
Hussenaliumar,5,2024-08-29 12:35:33,BOA,Google Play Store,NEGATIVE,0.6654535531997681
Good,3,2024-08-28 16:14:12,BOA,Google Play Store,POSITIVE,0.9998161196708679
